speed,rpm
15.35492,1040.836
15.3506,1040.295
15.34624,1040.17
15.34188,1040.011
15.33755,1039.483
15.33197,1038.788
15.32526,1038.417
15.31855,1038.028
15.31184,1037.53
15.3051,1037.055
15.29835,1036.66
15.286,1034.011
15.26896,1032.675
15.25152,1031.351
15.23406,1030.36
15.21659,1029.478
15.19913,1028.089
15.16502,1025.272
15.11747,1016.624
15.06901,1012.449
15.01952,1011.845
14.97094,1007.082
14.92204,1004.03
14.86038,1000.134
14.78804,991.9023
14.71533,986.1943
14.64205,982.1774
14.56934,976.7416
14.49653,971.8536
14.41373,966.8115
14.32247,960.168
14.23119,953.1921
14.14007,946.562
14.04912,940.5739
13.95827,935.304
13.87513,930.7356
13.79866,926.8586
13.72249,923.5456
13.64642,920.6638
13.57039,918.0999
13.49439,915.7614
13.42539,913.5968
13.36229,911.6269
13.29933,909.7948
13.23629,908.0467
13.17313,906.3441
13.10988,904.6601
13.04912,902.9839
12.99041,901.3326
12.9318,899.691
12.8733,898.044
12.81492,896.3806
12.7567,894.6929
12.7028,892.9916
12.65237,891.3323
12.60218,889.7024
12.55213,888.0833
12.5022,886.4608
12.45237,884.8248
12.4096,883.2005
12.37229,881.6949
12.33516,880.2849
12.29813,878.9296
12.26114,877.5966
12.22424,876.2644
12.19376,874.9528
12.16807,873.7684
12.14252,872.6854
12.11703,871.6651
12.09156,870.6776
12.06612,869.7023
12.04339,868.7399
12.02262,867.8317
12.00186,866.9639
11.98106,866.119
11.9602,865.2838
11.93927,864.45
11.92096,863.6273
11.90447,862.8633
11.8879,862.1481
11.8712,861.4644
11.85436,860.799
11.83743,860.1433
11.82729,859.5288
11.82185,859.0767
11.81647,858.7616
11.8111,858.539
11.80575,858.372
11.80046,858.2339
11.79772,858.1195
11.79675,858.0607
11.79588,858.0428
11.79507,858.0484
11.7943,858.0646
11.79357,858.0837
11.79286,858.1014
11.7922,858.1157
11.79154,858.1256
11.79088,858.131
11.7902,858.1327
11.78949,858.1314
11.78874,858.128
11.78793,858.1229
11.78702,858.1161
11.78599,858.1074
11.78478,858.0961
11.78335,858.0818
11.78165,858.0643
11.77964,858.0432
11.77732,858.0195
11.77471,857.9949
11.77191,857.9715
11.76901,857.9512
11.7661,857.9347
11.76326,857.9214
11.7605,857.9101
11.75783,857.8987
11.75521,857.8851
11.75259,857.8675
11.74988,857.8446
11.74701,857.816
11.74396,857.7828
11.74072,857.7473
11.73737,857.7134
11.73402,857.6846
11.73074,857.6625
11.7276,857.6472
11.7246,857.6374
11.72173,857.631
11.7189,857.6253
11.716,857.6172
11.71286,857.6037
11.70929,857.5822
11.70514,857.5515
11.70037,857.5133
11.69509,857.4734
11.68956,857.4402
11.68406,858.2584
11.67879,859.2041
11.67382,859.8799
11.66913,860.3098
11.66454,860.5425
11.65976,860.6299
11.65451,888.5421
11.64935,920.0038
11.64495,941.8963
11.64184,955.331
11.64023,962.5757
11.64013,965.7773
11.64148,967.449
11.64416,967.9749
11.64794,967.67
11.65256,966.9976
11.65767,966.2392
11.66288,965.5479
11.66773,964.0771
11.67172,962.5798
11.6745,961.4649
11.67594,960.6956
11.67633,960.2138
11.67622,959.959
11.67606,959.8749
11.67624,959.9118
11.67695,960.0282
11.67821,960.1907
11.6799,960.3741
11.68175,960.56
11.68333,960.7357
11.68422,960.8932
11.68421,961.03
11.68349,961.1502
11.68262,961.2635
11.68215,961.3785
11.68272,987.7393
11.68545,1020.019
11.691,1046.283
11.69944,1066.416
11.71038,1080.961
11.72321,1090.809
11.73746,1141.94
11.75398,1198.972
11.77312,1241.323
11.79471,1270.283
11.81835,1288.249
11.84357,1297.981
11.86999,1306.536
11.89741,1312.458
11.92567,1315.251
11.95462,1316.104
11.98408,1315.919
12.01385,1315.322
12.04374,1314.693
12.07355,1314.234
12.10313,1314.022
12.13233,1314.059
12.16107,1314.306
12.18931,1314.712
12.21706,1318.032
12.24449,1321.924
12.27178,1325.005
12.29904,1327.295
12.32639,1328.924
12.3539,1330.057
12.38182,1357.229
12.41126,1389.06
12.44291,1412.756
12.47685,1428.634
12.51281,1438.051
12.55037,1442.728
12.58908,1449.923
12.62878,1456.435
12.6693,1460.461
12.71042,1462.687
12.75194,1463.757
12.79372,1464.198
12.83565,1468.409
12.87788,1473.381
12.92049,1477.236
12.96349,1480.047
13.00685,1482.016
13.05047,1483.382
13.09433,1493.734
13.13875,1505.87
13.18389,1515.178
13.2297,1521.689
13.276,1525.851
13.32258,1528.267
13.36933,1541.79
13.4167,1557.512
13.46502,1569.496
13.51431,1577.797
13.56445,1583.002
13.61524,1585.899
13.66654,1595.392
13.71855,1605.903
13.7714,1613.352
13.82497,1618.093
13.87909,1620.8
13.93353,1622.175
13.98813,1627.597
14.04298,1633.554
14.09814,1637.917
14.15356,1640.901
14.20917,1642.865
14.2649,1644.172
14.32067,1645.131
14.37645,1645.964
14.4322,1646.808
14.48788,1647.733
14.54345,1648.761
14.59887,1649.883
14.65412,1651.077
14.70915,1652.317
14.76395,1653.58
14.81852,1654.849
14.87287,1656.115
14.92703,1657.371
14.98101,1658.616
15.03486,1659.852
15.08861,1661.08
15.14227,1662.303
15.19587,1663.524
15.24941,1664.743
15.30297,1678.267
15.35712,1693.91
15.41222,1705.44
15.46825,1713.007
15.525,1717.383
15.58221,1719.538
15.63969,1732.73
15.69785,1747.395
15.75696,1757.725
15.81694,1764.164
15.87757,1767.65
15.93859,1769.213
15.99976,1770.349
16.06092,1771.21
16.12198,1771.903
16.18288,1772.645
16.24359,1773.543
16.30409,1774.622
16.36439,1775.862
16.4245,1777.221
16.48443,1778.655
16.5442,1780.126
16.60382,1781.607
16.66331,1783.08
16.72267,1785.142
16.78195,1787.287
16.84117,1789.208
16.90034,1790.918
16.95946,1792.461
17.01851,1793.889
17.07747,1795.25
17.13632,1796.579
17.19503,1797.9
17.25359,1799.224
17.31198,1800.554
17.37018,1801.892
17.42819,1803.233
17.48601,1804.575
17.54365,1805.916
17.60112,1807.252
17.65845,1808.585
17.71562,1809.911
17.77265,1811.232
17.82954,1812.546
17.88628,1813.853
17.94286,1815.152
17.99926,1816.444
18.05548,1817.729
18.11152,1819.01
18.16737,1820.288
18.22304,1821.563
18.27855,1822.837
18.33388,1824.108
18.38905,1825.375
18.44406,1826.635
18.4989,1827.887
18.55356,1829.13
18.60804,1830.363
18.66232,1831.639
18.71639,1833.034
18.77026,1834.57
18.82395,1836.231
18.87748,1837.984
18.93087,1839.793
18.98415,1841.626
19.03731,1843.461
19.09032,1845.281
19.14315,1847.077
19.19585,1848.846
19.24841,1850.588
19.30082,1852.305
19.35308,1854.002
19.40518,1855.686
19.45713,1857.363
19.50895,1859.04
19.56065,1860.72
19.61226,1862.406
19.66376,1864.098
19.71519,1865.794
19.76654,1867.491
19.81781,1869.187
19.869,1870.878
19.92012,1872.563
19.97116,1874.241
20.02212,1875.91
20.07298,1877.569
20.12375,1879.221
20.17444,1880.864
20.22503,1882.5
20.27553,1884.129
20.32593,1885.749
20.37623,1887.363
20.42644,1888.969
20.47655,1890.569
20.52656,1892.164
20.57647,1893.753
20.62629,1895.337
20.67602,1896.917
20.72566,1898.492
20.7752,1900.064
20.82465,1901.632
20.87402,1903.196
20.9233,1904.755
20.97248,1906.311
21.02158,1907.863
21.07059,1909.411
21.11951,1910.954
21.16834,1912.493
21.21708,1914.027
21.26573,1915.557
21.31429,1917.081
21.36275,1918.6
21.41112,1920.113
21.45939,1921.621
21.50757,1923.122
21.55565,1924.617
21.60364,1926.105
21.65152,1927.586
21.69931,1929.059
21.74701,1930.525
21.7946,1931.984
21.84208,1933.435
21.88947,1934.878
21.93675,1936.314
21.98393,1937.744
22.031,1939.168
22.07796,1940.586
22.12482,1941.999
22.17158,1943.407
22.21824,1944.811
22.26479,1946.211
22.31125,1947.607
22.35761,1949.915
22.40393,1952.363
22.45023,1954.479
22.49651,1956.282
22.54276,1957.839
22.58896,1959.234
22.63511,1962.821
22.6813,1966.736
22.72759,1969.84
22.77397,1972.191
22.82039,1973.963
22.86681,1975.358
22.91319,1978.733
22.95962,1982.397
23.00613,1985.304
23.05272,1987.528
23.09933,1989.234
23.14594,1990.607
23.19249,1991.815
23.23896,1993.01
23.28533,1994.285
23.33158,1995.672
23.37772,1997.162
23.42375,1998.729
23.46968,2000.341
23.51552,2001.973
23.56128,2003.606
23.60695,2005.229
23.65255,2006.839
23.69807,2008.436
23.74352,2010.366
23.78891,2012.34
23.83426,2014.181
23.87956,2015.898
23.92482,2017.521
23.97002,2019.085
24.01516,2020.27
24.0602,2021.395
24.10515,2022.655
24.15,2024.046
24.19475,2025.54
24.23942,2027.098
24.28401,2029.04
24.32855,2031.043
24.37306,2032.905
24.41753,2034.626
24.46195,2036.234
24.50633,2037.764
24.55065,2039.73
24.59494,2041.751
24.63919,2043.592
24.6834,2045.269
24.72758,2046.823
24.7717,2048.298
24.81575,2049.73
24.85973,2051.147
24.90363,2052.564
24.94745,2053.986
24.99118,2055.414
25.03482,2056.846
25.07837,2058.279
25.12184,2059.71
25.16523,2061.138
25.20854,2062.562
25.25177,2063.984
25.2949,2065.403
25.33791,2067.069
25.38083,2068.773
25.4237,2070.384
25.46653,2071.906
25.5093,2073.36
25.55202,2074.768
25.59467,2076.153
25.63725,2077.529
25.67976,2078.906
25.7222,2080.29
25.76457,2081.68
25.80687,2083.113
25.84907,2084.52
25.89114,2086.218
25.93306,2088.286
25.97487,2090.589
26.01661,2092.977
26.05829,2095.345
26.09986,2087.547
26.14083,2079.345
26.18081,2076.338
26.21987,2077.514
26.2583,2081.062
26.29642,2085.327
26.33434,2049.906
26.37096,2005.478
26.40564,1970.075
26.43848,1942.265
26.46992,1919.526
26.50056,1899.475
26.53069,1867.134
26.55984,1834.548
26.58768,1808.785
26.61427,1789.313
26.63985,1774.833
26.66469,1763.88
26.68902,1748.229
26.71281,1732.713
26.73603,1720.198
26.75877,1710.198
26.78112,1702.094
26.8032,1695.296
26.82508,1688.135
26.8468,1681.291
26.86835,1675.173
26.88978,1669.661
26.91108,1664.641
26.93228,1660.032
26.95339,1655.829
26.97442,1652.017
26.99537,1648.56
27.01624,1645.414
27.03703,1642.535
27.05777,1639.886
27.07845,1637.437
27.09907,1635.165
27.11964,1633.054
27.14016,1631.093
27.16063,1629.271
27.18106,1627.581
27.20143,1626.016
27.22176,1624.571
27.24205,1623.239
27.2623,1622.015
27.29258,1620.366
27.30266,1619.864
27.32277,1616.236
27.35269,1610.592
27.36258,1609.195
27.38223,1607.078
27.41144,1605.246
27.42111,1604.892
27.44015,1522.911
27.45676,1424.533
27.46988,1352.703
27.47938,1310.976
27.48543,1294.796
27.48899,1295.1
27.49105,1258.089
27.49182,1213.448
27.49014,1191.311
27.48583,1186.486
27.47999,1191.607
27.47337,1201.813
27.46637,1214.092
27.45699,1219.117
27.45471,1214.538
27.44988,1211.44
27.44134,1213.59
27.43883,1211.668
27.43331,1212.936
27.42521,1211.61
27.42253,1210.484
27.41711,1209.975
27.41168,1209.681
27.40624,1208.872
27.40076,1208.559
27.39526,1207.836
27.38978,1207.256
27.38424,1206.722
27.37871,1206.315
27.37313,1206.106
27.36758,1205.335
27.3592,1204.95
27.35642,1204.3
27.35083,1203.886
27.34242,1203.285
27.33959,1203.221
27.33401,1202.58
27.32557,1202.295
27.32275,1202.047
27.31712,1201.701
27.31149,1201.432
27.30585,1200.847
27.30019,1200.86
27.29453,1200.336
27.28883,1200.084
27.28312,1199.477
27.2774,1199.335
27.27165,1198.966
27.26299,1198.475
27.26009,1198.076
27.25429,1197.841
27.24555,1197.301
27.23976,1196.912
27.23394,1196.922
27.22813,1196.442
27.22236,1196.297
27.2166,1195.941
27.21084,1195.831
27.20513,1195.167
27.1994,1195.136
27.19368,1194.629
27.18798,1194.562
27.18228,1194.028
27.17657,1193.969
27.17085,1193.595
27.1651,1193.447
27.15938,1192.946
27.15366,1192.707
27.1479,1192.627
27.14215,1192.358
27.1364,1192.008
27.13065,1191.739
27.12491,1191.34
27.11916,1191.427
27.11344,1191.147
27.10773,1190.8
27.10206,1190.356
27.09638,1190.155
27.09074,1189.748
27.08509,1189.755
27.07948,1189.56
27.07388,1189.347
27.0683,1188.876
27.06261,1188.651
27.05573,1188.032
27.04862,1187.796
27.04152,1187.639
27.03444,1187.059
27.02736,1186.988
27.01983,1186.17
27.00673,1184.201
26.99245,1183.777
26.97821,1183.188
26.96395,1182.966
26.94975,1182.099
26.93456,1180.917
26.90744,1175.432
26.87759,1176.406
26.84773,1174.216
26.81787,1172.981
26.78807,1171.783
26.75715,1170.242
26.71144,1162.688
26.66243,1160.135
26.61253,1160.013
26.56307,1157.794
26.51363,1155.25
26.46335,1153.066
26.40221,1146.244
26.33838,1144.708
26.27422,1141.38
26.21011,1138.768
26.14606,1136.311
26.08184,1133.38
26.01513,1129.819
25.9478,1127.114
25.88043,1124.053
25.81309,1121.326
25.74578,1118.456
25.67813,1115.244
25.60606,1111.373
25.53292,1107.955
25.45972,1104.941
25.38652,1101.905
25.31339,1098.656
25.2403,1095.511
25.16761,1092.67
25.09506,1089.311
25.02252,1086.355
24.95005,1083.204
24.87758,1080.207
24.80602,1077.203
24.74478,1077.784
24.68607,1073.654
24.62745,1071.729
24.56895,1069.115
24.51042,1066.772
24.45219,1064.507
24.39791,1062.859
24.34451,1060.463
24.29119,1058.067
24.23785,1055.877
24.18449,1053.371
24.13102,1051.188
24.07655,1048.81
24.02187,1046.279
23.96716,1043.591
23.91243,1041.213
23.85766,1038.996
23.80248,1036.184
23.74199,1032.168
23.68025,1029.372
23.61845,1026.82
23.55666,1024.28
23.49486,1021.505
23.43266,1018.725
23.36516,1013.914
23.29643,1011.541
23.22772,1008.56
23.15899,1005.728
23.09031,1002.587
23.02162,999.5324
22.95253,996.5753
22.88342,993.5531
22.81435,990.6229
22.74533,987.8039
22.6764,984.7317
22.60814,982.1773
22.54735,982.2513
22.48837,978.2539
22.4294,976.5394
22.37057,973.803
22.31172,971.2415
22.25306,968.611
22.19578,966.7898
22.13892,964.3464
22.08212,961.9296
22.02537,959.3856
21.96868,956.7874
21.91198,954.2234
21.85452,951.8206
21.79698,949.4675
21.7395,946.9775
21.68208,944.1324
21.62468,941.8417
21.566,939.4031
21.49147,936.2737
21.41447,932.6048
21.33735,928.9224
21.26027,925.491
21.18326,922.4143
21.10473,919.704
21.0087,917.2228
20.91014,914.8703
20.81146,912.6496
20.71285,910.5482
20.61434,908.5426
20.51503,906.6058
20.40649,904.6392
20.29686,902.5903
20.18724,900.4884
20.07774,898.3508
19.96832,896.1836
19.85969,893.9892
19.75885,891.8442
19.65892,889.7784
19.55908,887.7427
19.45925,885.7014
19.35943,883.6265
19.26063,881.4974
19.17192,879.4264
19.08437,877.4567
18.99689,875.5136
18.90942,873.5484
18.82195,871.5364
18.73602,869.4701
18.66558,867.5242
18.59729,865.7709
18.52919,864.1111
18.46112,862.4742
18.39305,860.8185
18.32567,859.1243
18.26511,857.4693
18.20547,855.8864
18.14592,854.3269
18.08637,852.7578
18.02681,851.1613
17.96788,849.5317
17.91556,847.9614
17.86407,846.4878
17.81263,845.0555
17.76117,843.6247
17.70969,842.1731
17.6597,840.6944
17.62533,839.4241
17.59277,838.4488
17.56027,837.6199
17.52774,836.8296
17.49515,836.0164
17.46441,835.1573
17.45281,834.5248
17.44299,834.2142
17.43324,834.067
17.42341,833.9688
17.41352,833.8535
17.40445,833.6934
17.40284,833.5765
17.40178,833.5418
17.40074,833.5468
17.39965,833.561
17.39853,833.5676
17.39739,833.5598
17.39627,833.537
17.39515,833.5016
17.39403,833.4571
17.3929,833.407
17.39178,833.3542
17.39068,833.3008
17.38959,833.2482
17.3885,833.1974
17.38743,833.1489
17.38637,833.1027
17.38533,833.0587
17.38431,833.0166
17.3833,832.9766
17.38229,832.9387
17.38131,832.9028
17.38033,832.869
17.37936,832.8371
17.3784,832.8069
17.37745,832.7784
17.37651,832.7516
17.37557,832.7262
17.37464,832.7021
17.37371,832.6792
17.37279,832.6574
17.37187,832.6365
17.37094,832.6164
17.37002,832.5969
17.3691,832.5779
17.36818,832.5594
17.36726,832.5411
17.36633,832.5231
17.3654,832.5051
17.36447,832.4871
17.36354,832.4688
17.36261,832.4501
17.36167,832.4309
17.36073,832.4111
17.35979,832.3907
17.35885,832.3694
17.35791,832.3468
17.35696,832.3228
17.35602,832.2973
17.35507,832.2701
17.35412,832.2413
17.35317,832.2106
17.35221,832.1783
17.35126,832.1447
17.3503,832.1099
17.34934,832.0743
17.34838,832.0383
17.34741,832.0021
17.34645,831.9661
17.34548,831.9302
17.34451,831.8948
17.34354,831.8599
17.34257,831.8254
17.34159,831.7914
17.34062,831.7579
17.33965,831.725
17.33869,831.6927
17.33772,831.6608
17.33675,831.6296
17.33578,831.5992
17.33482,831.5695
17.33385,831.5405
17.33289,831.5123
17.33193,831.4849
17.33097,831.4582
17.33002,831.4322
17.32906,831.4069
17.3281,831.3822
17.32715,831.358
17.32619,831.3342
17.32524,831.3106
17.32429,831.2872
17.32334,831.2638
17.3224,831.2402
17.32145,831.2162
17.32051,831.1917
17.31956,831.1664
17.31862,831.1406
17.31768,831.1142
17.31674,831.0873
17.3158,831.3181
17.31486,832.34
17.31395,833.0475
17.31306,833.4475
17.31221,833.6066
17.31137,833.6078
17.31055,833.5255
17.30973,833.414
17.30892,833.3064
17.3081,833.2183
17.30729,833.1531
17.30647,833.1077
17.30564,832.818
17.30482,831.7469
17.30396,830.9974
17.30308,830.5549
17.30218,830.3484
17.30125,830.2949
17.30031,838.2096
17.29954,870.8661
17.29939,895.4222
17.30005,912.0423
17.30145,922.4622
17.30343,928.4423
17.30581,943.5502
17.30881,997.2388
17.313,1041.223
17.31865,1074.956
17.32576,1098.984
17.33416,1114.838
17.34359,1140.928
17.35436,1215.743
17.36741,1272.785
17.38303,1312.279
17.40107,1336.777
17.42108,1349.799
17.44251,1358.764
17.46504,1375.278
17.48858,1385.575
17.51294,1391.063
17.53789,1393.238
17.56319,1393.408
17.58867,1392.575
17.6142,1391.415
17.6397,1390.334
17.66512,1389.524
17.69045,1389.043
17.71569,1388.865
17.74085,1388.928
17.76595,1389.161
17.791,1389.5
17.81601,1389.894
17.84098,1390.307
17.86593,1390.718
17.89086,1392.187
17.91584,1399.44
17.94102,1405.199
17.96646,1409.323
17.99213,1411.995
18.018,1413.542
18.04399,1414.409
18.07007,1415.33
18.09621,1415.881
18.12237,1416.211
18.14854,1416.432
18.1747,1416.62
18.20083,1416.82
18.22695,1417.054
18.25303,1417.327
18.27909,1417.637
18.30511,1417.977
18.33111,1418.336
18.35708,1419.243
18.38307,1423.065
18.40913,1426.162
18.4353,1428.452
18.46158,1430.016
18.48794,1431.013
18.51434,1435.79
18.54103,1463.698
18.56861,1486.612
18.59735,1503.452
18.6272,1514.491
18.65799,1520.738
18.68947,1525.683
18.72154,1540.841
18.75435,1552.269
18.7879,1559.984
18.82208,1564.547
18.85672,1566.747
18.89166,1571.103
18.92727,1596.549
18.96421,1619.141
19.00253,1637.35
19.04212,1651.735
19.08277,1663.164
19.12426,1674.317
19.16656,1693.954
19.20983,1710.238
19.25408,1723.22
19.29919,1733.434
19.345,1741.582
19.39132,1748.648
19.43804,1756.554
19.48511,1763.518
19.53247,1769.713
19.58006,1775.315
19.62785,1780.474
19.67577,1785.114
19.72379,1788.477
19.77184,1791.907
19.81988,1795.461
19.86791,1799.113
19.91594,1802.83
19.96393,1797.885
20.01086,1745.621
20.05458,1707.575
20.0947,1684.675
20.13178,1674.384
20.16667,1673.038
20.20019,1661.44
20.23155,1565.771
20.25859,1490.611
20.28118,1437.012
20.30006,1402.765
20.31611,1382.945
20.33033,1357.434
20.34291,1254.964
20.35218,1174.621
20.35743,1117.404
20.3584,1087.173
20.35588,1076.411
20.35148,1076.298
20.34661,1077.154
20.34303,1069.31
20.34038,1056.255
20.33821,1040.69
20.33617,1025.461
20.33298,1019.176
20.32977,1010.925
20.32683,1002.432
20.32365,994.9948
20.32055,988.3588
20.31751,982.2219
20.31454,976.3132
20.3116,970.8982
20.30876,965.7232
20.30594,960.8749
20.30314,956.5034
20.30041,952.2552
20.2977,948.4197
20.29506,944.6137
20.29242,941.1318
20.28982,937.8862
20.28724,934.8649
20.28465,932.0805
20.28214,929.1642
20.27959,926.7303
20.27709,924.1925
20.27452,922.4195
20.27198,920.4834
20.26946,918.5885
20.26694,916.8365
20.26441,915.2673
20.26187,913.8859
20.25932,912.6786
20.25675,911.6245
20.25418,910.6998
20.2516,909.8828
20.24902,909.154
20.24643,908.4973
20.24384,907.8998
20.24126,907.3511
20.23869,906.8436
20.23611,906.3709
20.23355,905.9287
20.231,905.5135
20.22845,905.1226
20.22591,904.7542
20.22339,904.4063
20.22088,904.0778
20.21838,903.7673
20.21588,903.4739
20.2134,903.1968
20.21092,902.9349
20.20846,902.6875
20.206,902.4537
20.20355,902.2326
20.2011,902.0235
20.19866,901.8257
20.19622,901.6383
20.19379,901.4607
20.19121,901.2922
20.18191,901.0197
20.17862,900.92
20.17204,900.7139
20.16547,900.5044
20.15891,900.2957
20.15103,900.0897
20.11316,899.7307
20.06999,899.1101
20.02658,898.3228
19.98327,897.4409
19.94011,896.5098
19.89586,895.5562
19.82623,894.4378
19.75214,893.0558
19.67789,891.5117
19.60376,889.8795
19.52978,888.2031
19.45456,886.5067
19.35166,884.5436
19.24445,882.1432
19.13714,879.4811
19.03004,876.6865
18.9231,873.8334
18.81488,870.9593
18.67976,867.6917
18.54097,863.8146
18.40222,859.6324
18.26373,855.3525
18.12544,851.0753
17.98598,846.8349
17.82255,842.1349
17.65601,836.7468
17.48955,831.2554
17.32337,826.0305
17.15735,821.2076
16.99111,816.791
16.82044,812.6841
16.64927,808.783
16.47822,805.0244
16.30734,801.3433
16.1366,797.6816
15.96703,793.9962
15.81723,790.4525
15.66975,787.1304
15.5225,783.8965
15.37529,780.7786
15.22819,777.8629
15.08275,775.17
14.96295,772.7775
14.84574,770.6998
14.72867,768.8412
14.61158,767.1255
14.49447,765.4981
14.3788,763.9205
14.28658,762.4564
14.19646,761.1346
14.10639,759.8918
14.0162,758.6846
13.92592,757.4896
13.8381,756.3112
13.79424,755.2684
13.75503,754.4283
13.71594,753.7335
13.67664,753.1365
13.63711,752.603
13.59861,752.1087
13.58027,751.6877
13.56389,751.3596
13.5475,751.0922
13.53097,750.861
13.51428,750.6495
13.49846,750.4471
13.49811,750.2844
13.49893,750.1807
13.49977,750.1171
13.50052,750.0787
13.5012,750.0548
13.50187,750.0386
13.50258,750.0255
13.50331,750.0122
13.50406,749.9962
13.50484,749.9767
13.50568,749.9536
13.50654,750.092
13.50741,751.1121
13.50833,751.9298
13.50933,752.5511
13.5104,753.0021
13.51153,753.3162
13.5127,753.3628
13.5139,752.4615
13.51512,751.7131
13.51637,751.1297
13.51763,750.6984
13.5189,750.3954
13.52017,750.194
13.52145,750.0694
13.52274,749.9999
13.52404,749.9644
13.52533,749.9529
13.52663,749.9595
13.52792,749.9794
13.52921,750.0092
13.5305,750.045
13.53177,750.0812
13.53304,750.1162
13.5343,750.1494
13.53556,750.1804
13.53681,750.2095
13.53803,750.2368
13.53924,750.2623
13.54044,750.2864
13.54163,750.3093
13.54282,750.3309
13.54399,750.3514
13.54514,750.3708
13.54684,750.3981
13.5474,750.4066
13.54851,750.4231
13.55015,750.446
13.55069,750.4532
13.55176,750.467
13.55336,750.486
13.55388,750.4919
13.55546,750.5086
13.5565,750.5188
13.55754,750.5284
13.55858,750.5374
13.55962,750.5459
13.56066,750.554
13.5617,750.5618
13.56276,750.5693
13.56382,750.5768
13.56487,750.5843
13.56594,750.5919
13.56701,750.5997
13.56809,750.608
13.56918,750.6166
13.57028,750.6259
13.57139,750.6356
13.5725,750.6459
13.57361,750.6567
13.57473,750.6682
13.57585,750.6803
13.57698,750.693
13.5781,750.7063
13.57924,750.7202
13.58037,750.7346
13.5815,750.7495
13.58188,751.4684
13.58147,752.4123
13.58107,753.1481
13.58069,753.6952
13.58032,754.0846
13.57998,754.3503
13.56843,753.8023
13.54474,752.8751
13.52077,752.0353
13.49682,751.3034
13.47295,750.6771
13.44914,750.1425
13.40685,749.6382
13.34448,748.9822
13.28168,748.1693
13.21896,747.2244
13.15643,746.1697
13.09401,745.024
13.00812,744.5041
12.8977,744.0668
12.78687,743.2717
12.67621,742.1487
12.56584,740.7338
12.45562,739.0648
12.33274,736.4218
12.19725,733.1141
12.06159,729.6533
11.92605,726.1214
11.79068,722.5681
11.65535,719.0462
11.50863,715.6002
11.3509,712.2034
11.19298,708.8695
11.03517,705.6086
10.87752,702.4197
10.71992,699.2958
10.56081,696.2268
10.40031,693.1971
10.23986,690.3019
10.07952,687.8313
9.919264,685.9246
9.759036,684.5899
9.593744,683.7606
9.423947,683.3198
9.254184,683.1647
9.084609,683.1984
8.915254,683.3321
8.746091,683.4889
8.569296,683.5966
8.385922,683.5668
8.202666,683.3585
8.019682,682.9462
7.836992,682.3109
7.654558,681.4396
7.465524,680.3179
7.271,678.9086
7.076629,677.2114
6.882528,675.2341
6.688718,672.9864
6.495163,670.4907
6.301821,667.772
6.108682,664.8489
5.915751,661.7355
5.723034,658.4442
5.530674,655.1628
5.338638,652.2567
5.14874,649.8732
4.960507,648.01
4.772574,646.5768
4.584933,645.4465
4.397613,644.4843
4.210679,643.562
4.024442,642.5652
3.838883,641.3969
3.653868,639.9761
3.469509,638.2374
3.286384,636.1389
3.104676,633.7125
2.92835,631.0066
2.756031,628.0609
2.585371,624.8953
2.416352,621.5192
2.249041,617.9825
2.08354,614.3834
1.940249,610.7877
1.809488,607.2576
1.678729,603.8195
1.548912,600.4781
1.420289,597.2293
1.293209,594.0636
1.185312,590.9721
1.087226,587.9689
0.9906065,585.0637
0.897844,582.2596
0.8084866,579.5555
0.7243491,576.9471
0.6534361,574.4283
0.5910053,572.0097
0.5370692,569.6974
0.4827307,567.5112
0.4410724,565.4819
0.4055816,563.6189
0.372814,561.9127
0.3400967,560.3491
0.305944,558.9136
0.2692954,557.5919
0.245609,556.3753
0.2031522,555.2512
0.1873548,554.2154
0.1740759,553.2496
0.1576349,552.343
0.1359041,551.4899
0.1197217,550.6908
0.09772059,549.9435
0.1247515,549.2425
0.1329989,548.5453
0.1338962,547.8665
0.1326427,547.229
0.1309634,546.645
0.1248165,546.1185
0.1271201,545.6488
0.1242384,545.2326
0.1229852,544.8651
0.121402,544.5411
0.1197039,544.2556
0.1181931,544.0037
0.1166592,544.5182
0.11511,545.4285
0.1135012,546.2787
0.1119807,547.0463
0.1105298,547.7227
0.1093298,548.3079
0.1061277,548.0692
0.105036,547.3809
0.1036115,546.704
0.1021941,546.0668
0.09973453,545.4833
0.09755284,544.9587
0.09697831,544.4929
0.09439722,544.0829
0.09187277,543.724
0.09120458,543.4109
0.08951606,543.138
0.0874861,542.9001
0.08767181,542.6925
0.08631807,542.5107
0.08538484,542.3513
0.0824073,542.2109
0.08151758,542.0869
0.08032149,541.9766
0.09023865,541.8785
0.1012359,541.801
0.1121833,541.7562
0.123354,541.7495
0.134838,541.7823
0.1466011,541.8537
0.1587493,541.9615
0.1712139,542.1034
0.1838728,542.2762
0.19674,542.477
0.2098191,542.7026
0.223099,542.9501
0.2365656,543.2173
0.250205,543.5016
0.264015,543.8012
0.2779947,544.1142
0.2921335,544.439
0.3064204,544.7744
0.3208466,545.1191
0.3354048,545.472
0.3500879,545.8324
0.3648889,546.1995
0.379801,546.5725
0.3948173,546.951
0.4099312,547.3344
0.4251364,547.7223
0.440427,548.1143
0.455797,548.5099
0.4712411,548.9091
0.4867538,549.3115
0.5023344,550.4542
0.5179955,551.9708
0.5337508,553.4093
0.5496081,554.7502
0.565569,555.9873
0.5816296,557.1229
0.5977807,557.426
0.613993,557.272
0.6302356,557.1229
